0 ['keller', 'bombe', 'flugzeug', 'bunker', 'fliegen', 'krieg', 'haus', 'angriff', 'bombardieren', 'fallen', 'bombenangriff', 'hören', 'alarm', 'treffen', 'brennen', 'kaputt', 'stadt', 'zerstören', 'schlimm', 'flieger', 'schießen', 'spät', 'passieren', 'erleben', 'angst', 'nähe', 'fliegeralarm', 'luftschutzkeller', 'straße', 'transkript', 'evakuieren', 'amerikaner', 'tot', 'nachts', 'bomben', 'umkommen', 'ausgebombt', 'zerbombt', 'erinnern', 'luftangriffe', '43', 'pilot', 'luft', 'verbrennen', 'abschießen', 'splitter', 'letzter', 'schrecklich', 'explodieren', 'engländer', 'retten', 'kind', 'bauen', 'wohnen', 'tag', 'erde', 'amerikanisch', 'furchtbar', 'tiefflieger', 'luftangriff', 'bombardierung', 'dach', 'feuer', 'stelle', 'trümmer', 'werfen', 'himmel', 'siren', 'flamme', 'schwer', '44', '1944', 'flughafen', 'nah', 'bombardiern', 'maschine', 'meter', 'rannen', '45', 'springen', 'gott', 'brennend', 'dick', 'abwerfen', 'dresden', 'brandbombe', 'schutt', 'flak', 'verletzen', 'tote', 'beschießen', 'löschen', 'kriegsend', 'bomber', 'angreifen', 'zweiter', 'fenster', 'beschädigen', 'brand', 'verbinden']
77 ['münchen', 'bonn', 'freiburg', 'aachen', 'köln', 'berlin', 'wuppertal', 'düsseldorf', 'koblenz', 'godesberg', 'preußisch', 'professor', 'fulda', 'eifel', 'unwahrscheinlich', 'praxis', 'gott', 'mainz', 'grunde', 'bonner', 'lachend', 'verbindung', 'interessant', 'rheinland', 'rhein', '45', 'aachener', 'husten', 'brühl', 'düren', 'habich', 'graf', 'bayern', 'gladbach', 'kölner', 'jurist', 'kleve', 'unglaublich', 'bonhoeffer', 'xanten', 'preuße', 'furchtbar', 'katholisch', 'buchhandlung', 'bad', 'herr', 'geldern', 'eilendorf', 'doktor', 'heidegger', 'miterleben', 'staudinger', 'verfügung', 'absolut', 'elberfeld', 'ernst', 'hessen', 'international', 'katrin', 'fürchterlich', 'erwähnen', 'wiesbaden', 'mitmachen', 'chef', 'gebiet', 'unangenehm', 'nett', 'schicken', 'niederrhein', 'labinsky', 'ingenieurbüro', 'fortschritt', 'preuß', 'bergisch', 'dietrich', 'ruf', 'kv', 'klinik', 'ritter', 'kurt', 'bedeutend', 'kreis', 'polyklinik', 'beamter', 'stellung', 'würzburg', 'erstaunlich', 'menge', 'eschweiler', 'göttingen', '200', 'parteimitglied', 'schrecklich', 'student', 'rheinisch', 'westerwald', 'barmen', 'urkunde', 'martin', 'medizin']

78 ['zeit', 'rente', 'letzter', 'sterben', '56', '80', '70', '65', '58', '68', '75', '63', '62', 'anfang', '55', 'zweiter', 'richtig', '57', 'spät', '72', '85', '61', '64', '71', '67', '74', '76', '59', '66', '69', '50', '54', 'gebären', '84', '78', '88', '73', '90', '53', 'rentner', '83', '82', '86', '79', 'schluss', 'pensionieren', '1960', 'stimmen', '25', '81', '92', '1970', '52', 'stelle', 'moment', '77', '87', 'arbeit', '89', '40', 'übernehmen', '93', 'jahrgang', 'wechseln', 'prozent', 'sohn', '1968', '1980', 'warten', 'mitte', '1955', '1961', '1972', 'rechnen', '60er', 'überlegen', 'fallen', '1957', '96', '98', '1974', '1958', '1965', '1966', 'lebensjahr', 'sechzig', 'dritter', 'ruhestand', '1962', '1963', 'schwer', '22', '1964', '1969', 'tot', '1971', '50er', 'vorig', 'pensionierung', '1956']

79 ['hand', 'schlagen', 'fallen', 'kopf', 'bein', 'werfen', 'arm', 'tag', 'schauen', 'hören', 'auge', 'meter', 'boden', 'springen', 'schreien', 'tür', 'rücken', 'wasser', 'rufen', 'mensch', 'treten', 'zweiter', 'fenster', 'stock', 'reihe', 'finger', 'luft', 'gesicht', 'weinen', 'zeigen', 'wand', 'brechen', 'blut', 'stelle', 'hund', 'passieren', 'schrecklich', 'fest', 'tot', 'mitte', 'heben', 'drehen', 'führen', 'rannen', 'stein', 'nennen', 'treiben', 'fangen', 'stecken', 'hände', 'erde', 'verbrennen', 'bewegen', 'nachts', 'platz', 'schwarz', 'fuß', 'loch', 'hängen', 'drücken', 'fliegen', 'dick', 'öffnen', 'schießen', 'dunkel', 'rennen', 'herunter', 'schaffen', 'ring', 'hinlegen', 'merken', 'stürzen', 'weh', 'treffen', 'breit', 'verlieren', 'mund', 'greifen', 'aufstehen', 'versuchen', 'linker', 'rechter', 'geh', 'knochen', 'angst', 'nase', 'kette', 'offen', 'stoßen', 'ecke', 'vergessen', 'erkennen', 'knie', 'zack', 'rot', 'verletzen', 'kräftig', 'decke', 'schließen', 'retten']

80 ['musik', 'club', 'richtig', 'platte', 'zeit', 'auflegen', 'echt', 'merken', 'label', 'super', 'letzter', 'job', 'party', 'relativ', 'spaß', 'freund', 'kaufen', 'moment', 'laden', 'funktionieren', 'geld', 'großstadt', 'phase', 'partys', 'cool', 'bock', 'geil', 'woche', 'hören', 'lustig', 'türlich', 'spannend', 'produzieren', 'bar', 'dj', 'bla', 'klassisch', 'freundin', 'gefühl', 'abend', 'richtung', 'unglaublich', 'wahnsinnig', 'grunde', 'geschichte', 'euro', 'projekt', 'extrem', 'passieren', 'elektronisch', 'künstler', 'computer', 'ätzend', 'bremen', 'schallplatte', 'kassette', 'ahnung', 'routine', 'woanders', 'live', 'gehören', 'normal', 'anstrengend', 'feiern', 'platt', 'schlagzeug', 'zeitpunkt', 'abi', 'kultur', 'irgendwelcher', 'lachen', 'album', 'aufmachen', 'parallel', 'find', 'nebenbei', 'berlin', 'grund', 'musiker', 'mittlerweile', 'wenns', 'djs', 'techno', 'lust', 'erfolgreich', 'musikalisch', 'internet', 'christian', 'wochenende', 'glück', 'plattenlade', 'lernen', 'zwischendurch', 'produzent', 'agentur', 'som', 'blöd', 'szene', 'kopf', 'fünfzehn']

81 ['küche', 'zimmer', 'bett', 'schlafzimmer', 'schlafen', 'kochen', 'wohnzimmer', 'tisch', 'wohnung', 'wäsche', 'putzen', 'haus', 'waschen', 'fenster', 'raum', 'keller', 'kind', 'schön', 'mutter', 'möbel', 'schrank', 'waschmaschine', 'sauber', 'flur', 'kaufen', 'ofen', 'wasser', 'spülen', 'richtig', 'tür', 'lachen', 'herd', 'haushalt', 'einrichten', 'elektrisch', 'licht', 'geschirr', 'mussen', 'essen', 'wand', 'teppich', 'treppe', 'räume', 'ecke', 'holz', 'boden', 'abends', 'stühl', 'oma', 'schlief', 'mädchen', 'wischen', 'decken', 'heizen', 'morgens', 'kohle', 'arbeit', 'schwester', 'wohnen', 'waschküch', 'sofa', 'sessel', 'streichen', 'kühlschrank', 'couch', 'kinderzimmer', 'bad', 'toilette', 'kaputt', 'woche', 'stube', 'leise', 'hof', 'matratze', 'extra', 'helfen', 'platz', 'tag', 'kleiderschrank', 'gegessen', 'tapezieren', 'baden', 'badezimmer', 'köchin', 'etage', 'gas', 'stuhl', 'wohnküche', 'balkon', 'aufhängen', 'benutzen', 'lampe', 'bügeln', 'kammer', 'heizung', 'treppenhaus', 'decke', 'mitte', 'einkaufen', 'letzter']

82 ['naturschutz', 'kreis', 'beirat', 'herr', 'stadt', 'bereich', 'landschaft', 'natur', 'naturschutzgebiet', 'behörde', 'kreisbeauftragt', 'kennen', 'amt', 'fläche', 'doktor', 'stellungnahme', 'tätigkeit', 'gemeinde', 'regierungspräsident', 'naturschützer', 'düsseldorf', 'vorsitzend', 'gebiet', 'landschaftsbeirat', 'beauftragt', 'naturschutze', 'bezirksbeauftragt', '75', 'landwirtschaft', 'kreisbeauftragter', 'gehören', 'bund', 'landschaftsgesetz', 'problem', 'beauftragter', 'stelle', 'aufgabe', 'verwaltung', 'neuss', 'lehrer', 'landschaftsschutz', 'ökologie', 'kollege', 'spät', 'naturschutzbeauftragter', 'zeit', 'zimmermann', 'bezirksregierung', 'münster', 'landschaftsschutzgebiet', 'planung', 'oberkreisdirektor', 'bauer', 'ausweisen', 'wald', 'unterer', 'ehrenamtlich', 'brechen', 'beteiligen', 'land', 'schutz', 'tagung', 'verhindern', 'übernehmen', 'kreisstelle', 'zuständig', 'raum', 'ökologisch', 'betreiben', 'landwirte', 'presse', 'durchsetzen', 'vertreter', 'landschaftsbehörde', 'kreisverwaltung', 'flurbereinigung', 'stimme', 'entscheiden', 'naturschutzbehörde', 'regierungsbezirk', 'ruhr', 'kontakt', 'naturschutzgebien', 'siedlungsverband', 'mitglied', 'nabu', 'gutachten', 'ort', 'ministerium', 'landwirt', 'verband', 'nordrheinwestfalen', 'stellvertreter', 'sitzung', 'landschaftsplan', 'mülheim', 'gremium', 'kreistag', 'interessant', 'kreise']

83 ['drittel', 'nennen', 'ziegelei', 'schwarz', 'vorlesend', 'schwan', 'orden', 'vorteil', 'dinger', 'zweitens', 'erstens', 'rücken', 'gast', 'menge', 'absolut', 'farbe', 'berger', 'siegfried', 'bund', 'spitznamen', 'vollkommen', 'meier', 'monika', 'vorschreiben', 'schaf', 'strich', 'korn', 'rechter', 'nepal', 'vogel', 'überholen', 'schulte', 'form', 'fliegen', 'ziegel', 'hänger', 'bese', 'rollen', 'mittel', 'kreide', 'moralisch', 'tempo', 'drittens', 'bunt', 'krischt', 'motte', 'rückwärts', 'dr', 'feind', 'erweiterung', 'ausdruck', 'überwiegend', 'typ', 'quelle', 'bemängeln', 'wagner', 'gering', 'erfindung', 'mentalität', 'blind', 'hälfte', 'ausbeutung', 'cia', 'opfer', 'quatsch', 'lässig', 'story', 'thilo', 'motiv', 'hasag', 'nürnberger', 'keule', 'autonomie', 'abwarten', 'afrika', 'zünder', 'aufziehen', 'perser', 'kauf', 'spaziergang', 'solide', 'testen', 'müll', 'hindernis', 'telekom', 'klopp', 'pinsel', 'belohnen', 'verfügung', 'schleusen', 'rase', 'müller', 'produkt', 'geradezu', 'rausholen', 'niedlich', 'vertauschen', 'verteidigen', 'beteiligen', 'hopfen']

84 ['bauen', 'haus', 'straße', 'stadt', 'gebäude', 'schön', 'stein', 'wohnen', 'grundstück', 'meter', 'friedhof', 'spät', 'richtig', 'bau', 'gelände', 'mauer', 'garten', 'abreißen', 'platz', 'gehören', 'aufbauen', 'kennen', 'dach', 'hof', 'berg', 'dorf', 'ort', 'zeit', 'architekt', 'plan', 'park', 'zaun', 'kaputt', 'schloss', 'richtung', 'nennen', 'häuschen', 'unterbringen', 'land', 'autobahn', 'siedlung', 'nähe', 'wald', 'ecke', 'entstehen', 'errichten', 'zerstören', 'gegend', 'grün', 'ausbauen', 'auto', 'fenster', 'umbauen', 'zeigen', 'bild', 'stelle', 'führen', 'riesig', 'kirche', 'mitte', 'denkmal', 'verkaufen', 'eingang', 'garage', 'breit', 'modern', 'baustelle', 'holz', 'wunderbar', 'einzeln', 'maurer', 'wunderschön', 'boden', 'aussehen', 'ordnung', 'drüben', 'gestehen', 'aufstellen', 'fläche', 'gräber', 'sportplatz', 'erinnerung', 'verlegen', 'turm', 'fest', 'fundament', 'zement', 'art', 'keller', 'erde', 'kaufen', 'nah', 'anfang', 'einrichten', 'anlage', 'grab', 'ziegel', 'reparieren', 'angucken', 'dicht']

85 ['zeit', '45', 'krieg', '48', '46', '47', 'spät', '49', '50', 'anfang', 'lachen', '1945', '1950', '52', '51', 'währungsreform', 'aufbauen', '1946', '50er', '1948', 'nachkriegszeit', 'erinnern', '53', 'gefangenschaft', '1949', 'entlassen', '1947', 'richtig', 'normal', '55', '40', 'essen', 'damalig', '54', 'relativ', '1951', 'schwer', 'gehören', 'fünfziger', '44', 'kriege', 'kriegsgefangenschaft', 'zone', 'zurückkommen', 'flüchtling', 'verhältnis', 'zerstören', 'unmittelbar', 'engländer', 'letzter', '1952', 'betrieb', 'britisch', 'aufnehmen', 'dauern', 'hamstern', 'kriegsend', 'aufbau', 'stimmen', 'entnazifizierung', 'gründen', 'sogenannter', 'einsetzen', 'zurückgekommen', 'herbst', 'erinnerung', 'mitmachen', 'entsinnen', 'land', 'familie', 'moment', 'fangen', '40er', 'währung', 'verbindung', 'privat', 'englisch', '1953', 'ausgebombt', 'melden', 'möglichkeit', 'auflösen', '57', 'einstellen', 'engländern', 'schlecht', 'schlimm', '1954', 'frühjahr', 'wahr', 'verlieren', 'mitkriegen', 'gründung', 'sommer', 'vergessen', 'versorgung', 'mitte', 'wiederaufbau', 'schwierigkeit', 'heiraten']

86 ['wasser', 'winter', 'kalt', 'holz', 'schnee', 'sommer', 'bauen', 'ofen', 'warm', 'mussen', 'fluss', 'zeit', 'arbeit', 'meter', 'schwer', 'heizen', 'feuer', 'berg', 'erde', 'graben', 'kälte', 'heiß', 'tag', 'regnen', 'kilometer', 'fallen', 'kohle', 'sand', 'regen', 'eis', 'straße', 'stein', 'wald', 'sonne', 'herbst', 'nass', 'hart', 'wetter', 'brücke', 'wind', 'frühjahr', 'ufer', 'stelle', 'boden', 'eimer', 'strom', 'loch', 'zelt', 'sammeln', 'schlimm', 'gefroren', 'trocken', 'hacken', 'fuß', 'bach', 'ort', 'luft', 'brunnen', 'pumpe', 'kanal', 'frost', 'trocknen', 'brennen', 'pumpen', 'fest', 'verbrennen', 'öfen', 'schlitt', 'breit', 'richtig', 'rohr', 'stunde', 'schlamm', '50', 'dach', 'schaufeln', 'frieren', 'grube', 'schlecht', 'füße', 'dick', 'leitung', 'fangen', 'heizung', 'brechen', 'nachts', 'löcher', 'kalk', 'stecken', 'frühling', 'lore', 'erinnern', 'bagger', 'klima', 'nennen', 'rohre', 'zement', 'aufgabe', 'floss', 'feucht']

87 ['tag', 'stunde', 'woche', 'abends', 'morgens', 'zeit', 'arbeit', 'essen', 'abend', 'nachmittags', 'mittags', 'sonntags', 'schlafen', 'wochenende', 'nachts', 'aufstehen', 'samstags', 'bett', 'mittag', 'mittagessen', 'nachmittag', 'spät', 'mussen', 'schön', 'minute', 'urlaub', 'letzter', 'elf', 'vierzehn', 'gegessen', 'nachtschicht', 'schicht', 'viertel', 'schluss', 'zweimal', 'arbeitszeit', 'dauern', 'freizeit', 'unterwegs', 'frühstück', 'fangen', 'anderthalb', 'feierabend', 'zuhause', 'tagsüber', 'fahrrad', 'montags', 'normal', 'schaffen', 'freitags', 'richtig', 'zweiter', 'müde', 'wecken', 'kaffee', '25', 'wechseln', 'feri', 'vormittags', 'schlecht', 'wetter', 'sommer', 'dienst', 'ruhe', 'schwer', 'fuß', 'dritter', 'einteilen', 'abendbrot', 'schule', 'kochen', 'winter', 'schlaf', 'extra', 'arbeitstag', 'hart', 'putzen', 'zwischendurch', 'mittagspause', 'dreiviertel', 'spazieren', 'vormittag', 'selten', 'abholen', 'anfang', 'warten', 'moment', 'sonnabends', 'hinlegen', 'warm', 'wach', 'vorbereiten', 'beschäftigen', 'überstunde', 'dreimal', '24', 'tagesablauf', 'trinken', 'erledigen', 'froh']

88 ['ddr', 'berlin', 'westen', 'wende', 'osten', 'mauer', 'eltern', 'lachen', 'relativ', 'erinnern', 'westberlin', 'prinzip', 'kind', 'spannend', '89', 'zeit', 'grenze', 'erleben', 'interessant', 'west', 'passieren', 'mitbekommen', 'merken', 'ostberlin', 'stadt', 'dresden', 'familie', 'stasi', 'richtung', 'richtig', 'freund', 'berliner', 'wiedervereinigung', 'super', 'leipzig', 'komisch', 'gefühl', 'echt', 'kennen', 'straße', 'normal', 'politisch', 'angucken', 'land', 'mitkriegen', 'unterschied', 'auto', 'bild', 'kontakt', 'spät', '90', 'ddrzeit', 'westdeutschland', 'rüber', 'fühlen', 'jugendlich', 'bewusst', 'besuchen', 'ost', 'mauerfall', 'ahnung', 'westdeutsch', 'system', 'fernsehen', 'welt', 'wendezeit', 'empfinden', 'fallen', 'wahnsinnig', 'verändern', 'reisen', 'aufwachsen', 'schule', 'damalig', 'überlegen', 'unterhalten', 'wussen', 'ungarn', 'offen', 'lustig', 'deutschland', 'kreuzberg', 'kindheit', 'zuhause', 'wohnen', 'geschichte', 'eindruck', 'irgendwelcher', 'westberliner', 'verwandtschaft', 'schön', '1990', 'präsent', 'erinnerung', 'wahrnehmen', 'ehemalig', 'erlebnis', 'glück', 'ostdeutsch', 'vorstellung']

89 ['ungarn', 'ungarisch', 'budapest', 'österreich', 'wien', 'prag', 'tschechisch', 'rumänien', 'stadt', 'tscheche', 'schön', 'deutsch', 'gehören', 'soldat', 'tschechoslowakei', 'jüdisch', 'rumänisch', 'grenze', 'jugoslawien', 'kaschau', 'dorf', 'erinnern', 'herr', 'ort', 'slowakei', 'tschechien', 'nndi', 'österreichisch', 'armee', 'nennen', 'donau', 'mädchen', 'fliehen', 'siebenbürg', 'zurückkehren', 'schauen', 'linz', 'verlassen', 'rumän', 'deutschland', 'warten', 'land', 'belgrad', 'dingsda', 'glücklich', 'glück', 'wunderbar', 'zug', 'interessant', 'lernen', 'auschwitz', 'papier', 'gelangen', 'jude', 'olga', 'platz', 'ungar', 'hand', 'spital', 'tochter', 'oradea', 'esk', 'gebiet', 'gendarm', 'slowakisch', 'deutsche', 'berner', 'besetzen', 'russe', 'israel', 'befinden', 'serbisch', 'jugoslawisch', 'kennen', 'lager', 'erwähnen', 'tschechei', 'schicken', 'treffen', 'cousin', 'riesig', 'chust', 'hören', 'problem', 'weinen', 'befreien', 'mare', 'erwin', 'gegend', 'szeged', 'anschauen', 'unterbringen', 'straße', 'kurzum', 'budjovice', 'geschehen', 'munkatsch', 'daraufhin', 'österreicher', 'ziegelfabrik']

90 ['partei', 'kommunist', 'politisch', 'kommunistisch', 'mitglied', 'kpd', 'spd', 'jugend', 'sozialdemokrat', 'genosse', 'sed', 'rot', 'spät', 'fdj', 'mensch', 'zeit', 'versammlung', 'organisation', 'gruppe', '33', 'arbeiter', 'nazi', 'sozialistisch', 'verbieten', '45', 'kennen', 'sozialdemokratisch', 'politik', 'deutsch', 'deutschland', 'zeitung', 'organisieren', 'mitmachen', 'funktion', 'diskutieren', 'gründen', 'demokratisch', 'genießen', 'faschismus', 'gehören', 'treten', 'nennen', 'nazis', 'thälmann', 'vorsitzend', 'verhaften', 'gewerkschaft', 'antifaschistisch', 'ddr', 'richtung', 'polizei', 'freund', 'karl', 'vereinigung', 'funktionär', 'rolle', 'demonstration', 'ausschließen', 'diskussion', 'überzeugen', 'national', 'republik', 'erklären', 'veranstaltung', 'bilden', 'illegal', 'bürgerlich', 'parteimitglied', 'vater', 'wahr', 'linker', 'fahne', 'damalig', '1945', 'widerstand', 'jugendgruppe', 'parteibuch', 'sozialdemokratie', 'sekretär', 'ehemalig', 'bewegung', 'übernehmen', 'cdu', 'position', 'einheitspartei', 'treffen', 'überzeugung', 'versöhnler', 'heinz', 'austreten', 'propaganda', 'auseinandersetzung', 'wählen', 'ndpd', 'parteilos', 'schließen', 'anfang', 'jugendliche', 'einstellen', 'führend']

91 ['firma', 'betrieb', 'unternehmen', 'industrie', 'bauen', 'technisch', 'bereich', 'prozent', 'frage', 'unternehmer', 'wirtschaft', 'herstellen', 'entwicklung', 'wirtschaftlich', 'produzieren', 'maschine', 'liefern', 'betreiben', 'auftrag', 'aufbauen', 'gehören', 'markt', 'geschichte', 'mitarbeiter', 'kohle', 'übernehmen', 'vernünftig', 'produktion', 'werk', 'siemens', 'problem', 'kunde', 'bank', 'kriege', 'interessant', 'million', 'deutsch', '50', 'gründen', 'technik', 'nennen', 'gebiet', 'branche', 'verhältnis', 'deutschland', 'selbständig', 'welt', 'beschäftigen', 'form', 'schwierigkeit', 'wesentlich', 'gesamt', 'produkt', 'verkaufen', 'geschäft', 'ausland', 'bergbau', 'fertigung', 'stahl', 'geschäftsführer', 'kaputt', 'entwickeln', 'stahlwerk', 'tätigkeit', 'chef', 'todt', '60er', 'modern', 'funktionieren', 'erheblich', 'industriell', 'schließen', 'kraftwerk', 'aufträge', 'export', 'hervorragend', 'konkurrenz', 'konzern', 'notwendig', 'sogenannter', 'existieren', 'schlecht', '50er', 'billig', 'vw', 'hauptsächlich', 'messe', 'menge', 'beschäftigter', 'führen', 'pleite', 'gang', 'organisation', 'einrichten', 'speer', 'gesellschaft', 'lächeln', 'letzter', 'angebot', 'staat']

92 ['vater', 'gebären', 'mutter', 'eltern', 'familie', 'großvater', 'krieg', 'kind', 'weltkrieg', 'zeit', 'bruder', 'heiraten', 'sterben', 'schwester', 'geschwister', 'jahrgang', 'kindheit', 'stammen', 'schule', 'zweiter', 'aufwachsen', 'spät', 'erinnern', 'brüder', 'beruf', 'lernen', 'großeltern', 'kennen', 'großmutter', 'besuchen', '33', 'wohnen', 'volksschule', '21', 'stadt', 'nähe', '1920', 'fangen', '1930', 'nennen', '29', 'elternhaus', 'gegend', 'üblich', '27', '24', '1900', 'geburt', '1928', '1923', '1929', 'erinnerung', 'reich', '1919', '22', '34', 'söhne', 'einziehen', 'land', 'sohn', 'damalig', 'kreis', 'haus', '1937', 'mütterlicherseits', 'väterlicherseits', 'hausfrau', '1918', 'frage', '1925', 'beamter', 'arbeitslos', 'dritter', '1933', 'dorf', 'richtig', '1927', '1924', 'arbeiter', '1926', '1921', 'verheiraten', '1914', 'ort', '36', 'anfang', 'lebensgeschichte', '37', 'geschäft', 'welt', '1936', '25', 'verlieren', 'geboren', '32', '1922', 'onkel', 'generation', '1938', '1932']

93 ['mitglied', 'vorsitzend', 'herr', 'ministerium', 'einladen', 'gründen', 'übernehmen', 'arbeit', 'aufgabe', 'stadt', 'leiter', 'spät', 'minister', 'vortrag', 'rat', 'vorstand', 'liste', 'land', 'amt', 'zuständig', 'leiten', 'kennen', 'behörde', 'vertreter', 'verwaltung', 'führen', 'sitzung', 'bitten', 'stelle', 'kommission', 'auftrag', 'kreis', 'damalig', 'versammlung', 'verbindung', 'verband', 'gespräch', 'tag', 'antrag', 'zeit', 'düsseldorf', 'verein', 'organisieren', 'entscheidung', 'entscheiden', 'treffen', 'bilden', 'organisation', 'regierung', 'verschieden', 'präsident', 'sogenannter', 'funktion', 'einsetzen', 'interessant', 'vorschlag', 'professor', 'berlin', 'stellvertretend', 'gesetz', 'leitung', 'teilnehmen', 'staatlich', 'vorbereiten', 'vorschlagen', 'bürgermeister', 'vereinigung', 'bezirk', 'wählen', 'direktor', 'gehören', 'richtig', 'doktor', 'tätigkeit', 'dr', 'sorgen', 'unterlage', 'beschäftigen', 'bereit', 'referent', 'reihe', 'bonn', 'versuchen', 'büro', 'hilfe', 'ausschuss', 'referat', 'mitarbeiter', 'abteilung', 'bund', 'grund', 'rufen', 'arbeitsgruppe', 'verantwortlich', 'beschließen', 'stellvertreter', 'einladung', 'verhandeln', 'gelingen', 'durchführen']

94 ['gott', 'mensch', 'beten', 'welt', 'bibel', 'liebe', 'gläubig', 'religiös', 'erde', 'religion', 'gebet', 'lieben', 'herr', 'heilig', 'kirche', 'reich', 'geist', 'christ', 'lieb', 'hören', 'christlich', 'himmel', 'seele', 'wahrheit', 'jesus', 'kennen', 'herz', 'vergessen', 'retten', 'volk', 'lernen', 'lied', 'ändern', 'traum', 'sünde', 'sinn', 'hand', 'helfen', 'überzeugen', 'menschlich', 'gedanke', 'herzen', 'geschichte', 'fromm', 'tod', 'frieden', 'blut', 'bewahren', 'führen', 'sterben', 'christus', 'kreuz', 'gottes', 'hoffnung', 'reden', 'sprache', 'wahr', 'spruch', 'verlieren', 'lieder', 'existieren', 'gesellschaft', 'erziehen', 'bitten', 'ikonen', 'böse', 'fest', 'wille', 'kraft', 'testament', 'beibringen', 'auswendig', 'geschehen', 'frage', 'engel', 'sonne', 'spüren', 'freiheit', 'zweifel', 'ausdruck', 'gedicht', 'gehorsam', 'auge', 'vers', 'lehren', 'heimlich', 'gnade', 'nachdenken', 'dankbar', 'vergeben', 'nah', 'leid', 'rede', 'träumen', 'versammlung', 'ordnung', 'hassen', 'papst', 'leiden', 'christentum']

95 ['trinken', 'kaffee', 'bier', 'flasche', 'wein', 'schnaps', 'glas', 'tasse', 'tee', 'wasser', 'alkohol', 'milch', 'essen', 'abends', 'kaufen', 'kneipe', 'gerne', 'tag', 'schön', 'tisch', 'rauchen', 'wodka', 'schluck', 'kochen', 'zucker', 'gegessen', 'anbieten', 'cola', 'durst', 'betrunken', 'schmecken', 'lokal', 'heiß', 'getränk', 'trenken', 'abend', 'gläser', 'morgens', 'stunde', 'feiern', 'trank', 'kalt', 'bestellen', 'kuchen', 'kanne', 'mitbringen', 'wirtschaft', 'stimmen', 'gehören', 'sekt', 'saft', 'gaststätte', 'mittag', 'einschenken', 'tasche', 'kaputt', 'tanzen', 'cognac', 'caf', 'lieb', 'trink', 'nachmittags', 'brötchen', 'kneipen', 'besoffen', 'geschäft', 'vertragen', 'trinkn', 'tranken', 'schlecht', 'servieren', 'dankeschön', 'zigarett', 'besorgt', 'schwarz', 'getrunke', 'kellner', 'unterhalten', 'alkoholiker', 'lieber', 'süß', 'lecker', 'teuer', 'coca', 'kasten', 'liter', 'reichen', 'saufen', 'hinstellen', 'merken', 'keller', 'rotwein', 'brauerei', 'gläschen', 'viertel', 'bohnenkaffee', 'wirt', 'genießen', 'verkaufen', 'restaurant']

96 ['berlin', 'frankfurt', 'gießen', 'lachen', 'berliner', 'kreuz', 'rot', 'einsatz', 'mädchen', 'dienst', 'führerin', 'dienststelle', 'gell', 'main', 'uniform', 'ausbilden', 'neuendorf', 'sachten', 'ruth', 'fürstenwalde', 'ausbildung', 'hotel', 'schluß', 'roswitha', 'sekunde', 'schicken', 'kaserne', 'nachrichtenhelferinn', 'anfang', 'gehören', 'wünsdorf', 'heer', 'limburg', 'unterkunft', 'zeigen', 'hanau', 'vermittlung', 'hamburger', 'kameradin', 'nachrichtenhelferin', 'ulrich', 'binz', 'helferin', 'leiten', '29', 'lehrgang', 'frankfurter', 'hinkommen', 'erfurt', 'rotraud', 'oberst', 'jbpna', 'kassel', 'paris', 'frankreich', 'park', 'hättn', 'ilse', 'marine', 'sin', 'brandenburg', 'italien', 'jbpnaja', 'marburg', 'zoss', 'frage', 'fahrt', 'stabsführerin', 'rügen', 'stolz', 'lübben', 'nachtdienst', 'luisenthal', 'rog', 'jürgen', 'küstrin', 'grunewald', 'kriwoj', 'stab', 'jbpja', 'stabshelferinn', 'freiburg', '21', 'öffentlich', 'nikolaev', 'lehneren', 'frankfurtoder', 'foto', 'angeben', 'uschi', 'helferinne', 'heeresschule', 'ammi', 'reichssportfeld', 'wien', 'absetzen', '1940', 'könig', 'friedberg', 'blockade']

97 ['italienisch', 'italien', 'italiener', 'deutsch', 'hamburg', 'deutschland', 'türkei', 'türkisch', 'türke', 'firma', 'ausländer', 'arbeiter', 'bahn', 'mitarbeiter', 'ausländisch', 'arbeit', 'konsulat', 'kühn', 'gastarbeiter', 'herr', 'tätigkeit', 'sogenannter', 'problem', 'rom', 'organisieren', 'spät', 'mussolini', 'wilhelmsburg', 'bahnhof', 'anfang', 'richtig', 'ankara', 'kennen', 'siebziger', 'zweiter', 'griechenland', 'sizilien', 'istanbul', 'grieche', 'arbeitsamt', 'sechziger', 'mailand', 'bundesbahn', 'venedig', 'terrazzo', 'moschee', 'harburg', 'verona', 'wohnheim', 'ort', 'ochtrup', 'hamburgsüd', 'fünfzehn', 'hauptsächlich', 'jugoslawen', 'heimat', 'buchholz', 'deutsche', 'beschäftigen', 'unterbringen', 'pci', 'behörde', 'eckhoff', 'alice', 'dienststelle', 'hassan', 'restaurant', 'gurke', 'rangierdienst', 'einstellen', 'neapel', 'seinerzeit', 'jugoslawien', 'köln', 'betrieb', 'staatsangehörigkeit', 'arbeitern', 'gründen', 'grunde', 'urlaub', 'armenier', 'don', 'hamburger', 'überwiegend', 'eisenbahn', 'bergedorf', 'kümmern', 'veranstaltung', 'türkinnen', 'nähe', 'konsul', 'moslem', 'gewohnen', 'zurückkehren', 'arbeitskraft', 'gefährlich', 'beamter', 'weltkrieg', 'italia', 'spanier']

