0 ['jüdisch', 'jude', 'erinnern', 'religiös', 'synagoge', 'hebräisch', 'israel', 'vater', 'familie', 'rabbiner', 'jiddisch', 'gemeinde', 'nennen', 'orthodox', 'synagog', 'ort', 'rabbi', 'lernen', 'kind', 'stadt', 'schabbat', 'feiertag', 'beten', 'pessach', 'kippur', 'religion', 'mensch', 'fest', 'zuhause', 'schule', 'jom', 'jeschiwa', 'essen', 'ungarisch', 'gebet', 'spät', 'schwester', 'befinden', 'art', 'bar', 'mädchen', 'bruder', 'helfen', 'tora', 'fromm', 'rosch', 'nichtjude', 'cheder', 'ungarn', 'kosch']
122 ['eltern', 'wende', 'kind', 'ddr', 'prinzip', 'relativ', 'zeit', 'erleben', 'erinnern', 'spannend', 'familie', 'normal', 'schule', 'mitbekommen', 'super', 'lachen', 'gefühl', 'westen', 'merken', 'richtig', 'passieren', 'osten', 'wahrnehmen', 'geschichte', 'freund', 'echt', 'interessant', 'richtung', 'ahnung', 'unterschied', 'welt', 'aufwachsen', 'jugendlich', 'verändern', 'komisch', 'funktionieren', 'kindheit', 'spät', 'bewusst', 'fühlen', 'versuchen', 'system', 'ddrzeit', 'mitkriegen', 'politisch', 'prägen', 'empfinden', 'generation', 'gewiß', 'aufarbeitung']

123 ['schiff', 'hafen', 'königsberg', 'dänemark', 'boot', 'marine', 'bord', 'schweden', 'land', 'ostsee', 'insel', 'wasser', 'meer', 'norwegen', 'tag', 'kiel', 'kapitän', 'dampfer', 'letzter', 'deck', 'küste', 'dänisch', 'werft', 'versenken', 'matrose', 'rüber', 'schön', 'litauen', 'kopenhagen', 'engländer', 'bremerhaven', 'ostpreuß', 'pillau', 'strand', 'landen', 'uboot', 'danzig', 'däne', 'finnland', 'ankommen', 'haff', 'nah', 'litauisch', 'besatzung', 'wilhelmshaven', 'schiffe', 'schluss', 'englisch', 'schiffen', 'untergegangen']

124 ['rostock', 'schwerin', 'mecklenburg', 'herr', 'betonen', 'damalig', 'bezirk', 'stadt', 'neustrelitz', 'büchner', 'albert', 'schwan', 'vorpommern', 'strauß', 'dino', '45', 'besetzen', 'ludwigslust', 'wismar', 'potsdam', 'kommandantur', 'bremen', 'wussen', 'neubrandenburg', 'teterow', 'güstrow', 'sögen', 'teßmannsdorf', 'parchim', 'viebeck', 'übernehmen', 'hotel', 'meiningen', 'wöbbelin', 'landesregierung', 'heimat', 'wittenberge', '94', 'celle', 'fangen', 'christoph', 'verhalten', 'westen', 'lüneburg', 'bauer', '29', 'hagenow', 'dömnitz', 'küstrin', 'hießen']

125 ['mama', 'mädchen', 'gott', 'schwester', 'papa', 'weinen', 'deutschland', 'haus', 'wohnen', 'dorf', 'arbeit', 'kind', 'lieben', 'krieg', 'schauen', 'spät', 'sterben', 'schicken', 'helfen', 'erinnern', 'marija', 'tochter', 'bitten', 'zeit', 'nennen', 'warten', 'antworten', 'hausherr', 'schlecht', 'rufen', 'schura', 'treffen', 'reden', 'mensch', 'herrin', 'angst', 'hausherrin', 'krank', 'kindch', 'mädels', 'stiefmutter', 'nachbarin', 'deutsche', 'selig', 'wirtin', 'vergessen', 'charkow', 'foto', 'arm', 'wera']

126 ['herr', 'hagen', 'ministerium', 'rau', 'fernuniversität', 'minister', 'gebäude', 'bartz', 'fachhochschule', 'kanzler', 'rektor', 'peters', 'johannes', 'professor', 'spät', 'düsseldorf', 'referent', 'universität', 'villa', 'verwaltung', 'kontakt', 'bochum', 'lachen', 'hochschule', 'gummersbach', 'unterbringen', 'damalig', 'gründungsausschuss', 'staatssekretär', 'kennen', 'sitzung', 'bau', 'uni', 'herrn', 'heyde', 'ministerpräsident', 'aufgabe', 'fernuni', 'sudeick', 'rolf', 'dortmund', 'campus', 'roggenkamp', 'anmieten', 'aufbau', 'iserlohn', 'gespräch', 'besch', 'arbeitsgruppe', 'gründung']

127 ['prag', 'tschechisch', 'tscheche', 'deutsch', 'tschechoslowakei', 'theresienstadt', 'tschechei', 'lager', 'tschechien', 'grenze', 'sudetenland', 'österreich', 'transport', 'gehören', 'esk', 'republik', 'dresden', 'ort', 'armee', 'slowakei', 'böhmen', 'budjovice', 'bratislava', 'karlsbad', 'prager', 'aussig', '1945', 'cssr', 'wien', 'saaz', 'herr', 'post', 'miroov', 'reich', 'krumlov', 'poliske', 'tschechen', '1938', 'hotel', 'schluss', 'zurückkehren', 'überleben', 'plan', 'protektorat', 'tatra', 'herrn', 'mähr', 'richtung', 'st', 'tschechoslowakisch']

128 ['büro', 'chef', 'abteilung', 'arbeit', 'kollege', 'herr', 'tag', 'firma', 'sekretärin', 'arbeitsamt', 'thyssen', 'direktor', 'einstellen', 'betrieb', 'angestellter', 'stelle', 'lachen', 'kollegin', 'urlaub', 'kündigen', 'damen', 'schreibmaschine', 'vorgesetzter', 'dr', 'einsetzen', 'zeit', 'dienst', 'spät', 'hütte', 'personalabteilung', 'nennen', 'mädchen', 'arbeitsplatz', 'krieg', 'schwierigkeit', 'bescheid', 'verwaltung', 'beschäftigen', 'gehalt', 'übernehmen', 'gehören', 'buchhaltung', 'verhältnis', 'schlecht', 'kennen', 'mitarbeiter', 'mitmachen', 'nett', 'kündigung', 'abteilungsleiter']

129 ['ddr', 'westen', 'drüben', 'osten', 'rüber', 'grenze', 'mauer', 'west', 'westdeutschland', 'wende', 'berlin', 'wiedervereinigung', 'deutschland', 'staat', 'land', 'bundesrepublik', '89', 'westdeutsch', 'brd', 'besuch', 'ost', 'leipzig', 'westberlin', 'besuchen', 'auto', 'fernsehen', 'ehemalig', 'westlich', 'ungarn', 'ostdeutschland', 'schlecht', 'system', 'ostberlin', 'abhauen', 'problem', '90', 'reise', 'merken', 'schaffen', 'freiheit', 'ostdeutsch', 'kaufen', 'reisen', 'verwandtschaft', 'deutsch', 'möglichkeit', 'moment', 'honecker', 'mauerbau', 'wessi']

130 ['russe', 'soldat', 'russisch', 'tag', 'deutsch', 'angst', 'haus', 'verstecken', 'wagen', 'erschießen', 'offizier', 'bauer', 'straße', 'dorf', 'ort', 'unterwegs', 'wald', 'vergewaltigen', 'amerikaner', 'flüchtling', 'wussten', 'keller', 'essen', '45', 'ami', 'abhauen', 'rüber', 'polen', 'mussen', 'flüchten', 'flucht', 'passieren', 'nachts', 'mutter', 'schießen', 'glück', 'kilometer', 'mädchen', 'erleben', 'plündern', 'hof', 'kaputt', 'richtung', 'russland', 'gefangener', 'schlimm', 'pole', 'woche', 'westen', 'fuß']

131 ['schuh', 'stiefel', 'schuster', 'leder', 'holz', 'füße', 'barfuß', 'holzschuhe', 'ipehefrau', 'sohle', 'damaskus', 'reparieren', 'filzstiefel', 'klauen', 'schuhen', 'schuhmacher', 'fuß', 'anziehen', 'absatz', 'jaipehefrau', 'souhier', 'kaputt', 'sandale', 'beirut', 'riemen', 'holzsohle', 'füßen', 'größe', 'axt', 'schub', 'scheune', 'schuhmach', 'bezugsschein', 'hmipehefrau', 'hölzern', 'hausmeister', 'gummistiefel', 'hosenträger', 'schuhwerk', 'hart', 'schuhfabrik', 'mütze', 'lappe', 'neipehefrau', 'amman', 'reinigen', 'schusterei', 'saaz', 'gummischuhe', 'besohlen']

132 ['ökologie', 'aachen', 'zimmermann', 'stimme', 'doktor', 'naturschutz', 'ministerium', 'ökologisch', 'bereich', 'siedlungsverband', 'lachen', 'landesanstalt', 'heben', 'kollege', 'räusperen', 'abteilung', 'ruhrkohlenbezirk', 'landesstelle', 'bezirksbeauftragt', 'fachlich', 'düsseldorf', 'ruhrgebiet', 'land', 'damalig', 'geographie', 'spät', 'landschaftsplanung', 'wissenschaftlich', 'lölf', 'schwickerath', 'landschaft', 'stocken', 'münster', 'friede', 'betonen', 'professor', 'gesellschaft', 'grundlage', 'landesbaubehörde', 'landespflege', 'minister', 'husten', 'bezirksstell', 'köln', 'tagung', 'biologie', '1970', 'grün', 'bezirksregierung', 'planung']

133 ['rauchen', 'zigarett', 'zigarette', 'tabak', 'verkaufen', 'schachtel', 'zigaretten', 'schokolade', 'raucher', 'zigarren', 'pfeife', 'richtig', 'drehen', 'stange', 'kaufen', 'machorka', 'packung', 'tasche', 'zigarre', 'päckchen', 'lachen', 'markt', 'verbieten', 'schenken', 'feuerzeug', 'streichhölzer', 'rauch', 'kippen', 'feuer', 'tauschen', 'roch', 'kaffee', 'nichtrauch', 'sammeln', 'anbieten', 'geraucht', 'flasche', 'normal', 'schürhoff', '25', 'zeitungspapier', 'anstecken', 'aschenbecher', 'blätter', 'zünden', 'klopfen', 'bestrafen', 'mitbringen', 'stummel', 'einzeln']

134 ['landwirtschaft', 'bauer', 'lpg', 'land', 'hof', 'hektar', 'landwirtschaftlich', 'bürgermeister', 'soundso', 'landwirt', 'genossenschaft', 'einheit', 'dorf', 'typ', 'bewirtschaften', 'enteignen', 'kreis', 'bauernhof', 'wirtschaft', 'verkaufen', 'gemeinde', 'vieh', 'pferd', 'acker', 'feld', 'bodenreform', 'abgeben', 'eigentum', 'betrieb', 'maschine', 'liefern', 'übernehmen', 'gründen', 'staat', 'betreiben', 'boden', 'traktor', 'schwein', 'anbauen', 'staatlich', 'privat', 'güter', 'erfüllen', 'höfe', 'einsetzen', 'aufteilen', 'ort', 'enteignung', 'pachten', 'wirtschaften']

135 ['krieg', '43', '41', '42', '44', '40', '45', '39', 'zeit', 'evakuieren', 'anfang', 'einziehen', 'essen', '1940', '1942', '38', 'pflichtjahr', 'melden', 'schule', '1941', '1943', 'ausgebombt', 'woche', 'soldat', 'mutter', 'zweiter', 'arbeitsamt', 'arbeitsdienst', 'angriff', 'gebären', 'thüringen', 'zuhause', 'herbst', '1944', 'besuchen', 'sommer', 'lehre', 'tag', '35', 'fallen', 'nennen', '1939', 'gott', 'unterbringen', 'landjahr', 'kinderlandverschickung', 'urlaub', 'mussen', 'freiwillig', 'russland']

136 ['deutschland', 'stadt', 'schicken', 'gebiet', 'armee', 'dorf', 'befreien', 'iwan', '1945', 'papier', 'kilometer', 'brest', 'krieg', 'lager', 'poltawa', 'mutter', 'moskau', 'kgb', 'ukraine', 'grodno', 'kohlengrube', 'dokument', 'bescheinigung', 'sowjetisch', '1943', 'nachname', 'donbass', 'vergessen', 'einberufen', 'zurückkehren', 'russland', 'urlaub', 'deutsch', 'bezirk', 'österreich', 'bergwerk', 'transportieren', 'heimat', 'nähe', 'deportieren', 'minsk', 'kolchose', 'sonderabteilung', 'verhören', 'station', 'geraten', 'hierhin', 'kommission', '1946', 'ankommen']

137 ['partei', 'arbeit', 'genosse', 'mitglied', 'kollektiv', 'betrieb', 'sed', 'fdj', 'funktion', 'parteisekretär', 'sozialistisch', 'politisch', 'lachen', 'auszeichnung', 'ddr', 'arbeiter', 'versammlung', 'frage', 'kollege', 'tag', 'aktivist', 'gesellschaftlich', 'problem', 'vorsitzend', 'jugend', 'fdgb', 'brigade', 'auszeichnen', 'genießen', 'direktor', 'gewerkschaft', 'freundschaft', 'mensch', 'veranstaltung', 'berlin', 'sekretär', 'leiter', 'organisieren', 'kreisleitung', 'dfd', 'leistung', 'parteimitglied', 'eisenhüttenstadt', 'national', 'bgl', 'parteischule', 'gehören', 'treten', 'kreis', 'dsf']

138 ['lernen', 'meister', 'beruf', 'arbeit', 'werkstatt', 'schlosser', 'maurer', 'bauen', 'betrieb', 'tischler', 'lehre', 'lehrling', 'verdienen', 'firma', 'arbeiter', 'handwerker', 'kennen', 'bau', 'facharbeiter', 'lehrlinge', 'schmied', 'maschine', 'ingenieur', 'reparieren', 'zimmermann', 'schneider', 'geld', 'woche', 'gelernt', 'chef', 'werk', 'elektriker', 'aufbauen', 'ausbilden', 'handwerk', 'nennen', 'geselle', 'dreher', 'betreiben', 'schlosserei', 'gesell', 'reparatur', 'beschäftigen', 'schreiner', 'fachmann', 'gesellen', 'kollege', 'selbständig', 'handwerklich', 'lehrjahr']

139 ['heiraten', 'verheiraten', 'kind', 'eltern', 'kennen', 'hochzeit', 'schwiegermutter', 'tochter', 'schwiegervater', 'spät', 'scheiden', 'wohnen', 'sohn', 'verloben', 'lernen', 'familie', 'krieg', 'schön', 'zweiter', 'gebären', 'wohnung', 'mädchen', 'zeit', 'mutter', 'tag', 'scheidung', 'freundin', 'schwester', 'freund', 'heirat', 'haus', 'schwiegerelter', 'warten', 'fallen', 'sterben', 'urlaub', 'arbeit', 'heirateen', 'schwägerin', 'lieben', 'geld', 'besuchen', 'trennen', 'verlieben', 'gerne', 'vater', 'liebe', 'schwanger', 'schwiegereltern', 'bruder']

140 ['gaststätte', 'erwin', 'netzschkau', 'stein', '40', 'tack', '', 'ideal', 'reichenbach', 'lokal', '40jährig', 'hässlich', 'sprengel', 'libanon', 'knappschaft', 'theresienstadt', 'knappschaftsälteste', 'sam', 'straße', 'liberal', 'micky', 'knappschaftsältest', '365', 'krankenschein', 'aufheben', 'postleitzahl', 'büsing', 'halle', 'staat', 'beruf', 'klinik', '404', 'plau', 'mission', 'henning', 'mentalität', 'versumpfen', 'crimmitschau', '367', 'gegensatz', '338', 'hafenarbeiter', 'extrem', 'bundesknappschaft', '405', 'premierminister', 'strecke', '333', '427', '351']

141 ['deutsche', 'deutsch', 'erschießen', 'dorf', 'soldat', 'haus', 'wald', 'krieg', 'verstecken', 'erinnern', 'tag', 'straße', 'mensch', 'partisan', 'deutschland', 'front', 'treiben', 'angst', 'fliehen', 'spät', 'stadt', 'partisane', 'töten', 'wussten', 'hören', 'truppe', 'armee', 'schauen', 'schicken', 'schießen', 'führen', 'polizist', 'schaffen', 'rannen', 'richtung', 'fangen', 'befreien', 'erfahren', 'schrecklich', 'russisch', 'verschleppen', 'nähe', 'dörfer', 'überleben', 'minsk', 'verbrennen', 'fuß', 'zeit', 'verlassen', '1942']

142 ['abteilung', 'übernehmen', 'bereich', 'betrieb', 'aufgabe', 'arbeit', 'leiter', 'funktion', 'tätigkeit', 'technisch', 'mitarbeiter', 'leiten', 'einsetzen', 'verwaltung', 'aufbauen', 'direktor', 'chef', 'verantwortlich', 'abteilungsleiter', 'nennen', 'leitung', 'gehören', 'zuständig', 'büro', 'auftrag', 'beschäftigen', 'kollege', 'zeit', 'verschieden', 'selbständig', 'gebiet', 'führen', 'betreuen', 'betreiben', 'einstellen', 'anfang', 'geschäftsführer', 'leitend', 'produktion', 'personal', 'gesamt', 'organisieren', 'unternehmen', 'damalig', 'wechseln', 'durchführen', 'beruflich', 'spät', 'einsatz', 'art']

143 ['brechen', 'wahr', 'stocken', 'unna', 'dortmund', 'kreis', 'blättern', 'unterlage', 'münster', 'sgv', 'raum', 'soest', 'freiraum', 'fläche', 'westfälisch', 'bd', 'kommune', 'buschmann', 'hamm', 'methler', 'kupferdreh', 'nennen', 'lachen', 'erholung', 'selm', 'landschaftsverband', 'wilhelm', 'westfalen', 'dortmunder', 'lippe', 'karte', 'einladen', 'zeche', 'ruhrgebiet', 'bach', 'warstein', 'westick', 'östlich', 'feld', 'lauf', 'lünen', 'stottern', 'heide', 'heimatpflege', 'westen', 'retten', 'industriell', 'entwicklung', 'heimatfest', 'naturförderungsgesellschaft']

144 ['weiss', 'hagen', 'sträter', 'westfalenpost', 'butz', 'dortmund', 'lensing', 'westdruck', 'siegen', 'druck', 'lachen', 'heisst', 'druckerei', 'herr', 'hamm', 'richtig', 'dr', 'haspe', 'ausgabe', 'technisch', 'gebiet', 'bathey', 'hanke', 'gustav', 'zeitung', 'papier', 'betrieb', 'technik', 'iserlohn', 'firma', 'ruhrnachricht', '75', 'drucken', 'sogenannter', 'sass', 'wisotzki', 'hiess', 'rundschau', 'million', 'maschine', 'sonstwas', 'hagener', 'schließen', 'kg', 'satz', 'herdecke', 'herstellen', 'sauerland', 'schonmal', 'spass']

145 ['frankfurt', 'fürstenberg', 'berlin', 'gube', 'neuzelle', 'main', 'gott', '45', 'horst', 'frankfurtoder', 'eisenhüttenstadt', 'drüben', 'fritz', 'bäckerei', 'zschorlau', 'wohnen', 'frankfurter', 'dieter', 'bahn', 'selma', 'hanau', 'wellmitz', 'hannah', 'potsdam', 'christianstadt', 'freilich', 'jugendweihe', 'eko', 'eberswalde', 'neubert', 'bockau', 'sieglind', 'gefährden', 'wilhelm', 'gelegenheit', 'polizei', 'keene', 'ehrlich', 'kunstschule', 'wohnraumlenkung', 'napola', 'iwan', 'martha', 'guben', 'gewohnen', 'filmbilder', 'greifen', 'weidauer', 'dreiunddreißig', 'hansi']

146 ['gärtnerei', 'plan', 'gärtner', 'neintaf', 'erfüllen', 'zuck', 'sieper', 'wünschen', 'ruck', 'molkerei', 'intaf', 'bremen', 'gärtnerin', 'erreichen', 'wunsch', 'interessant', 'kraftfahrer', 'übernehmen', 'förster', 'ehepaar', 'lehrlinge', 'gartenbau', 'ursprünglich', 'absolut', 'leiten', '1961', 'benno', 'blumengeschäft', 'schick', 'kaise', 'dunkeln', 'lachtintaf', 'einhalten', 'schwelm', 'gewächshaus', 'schwante', 'blume', 'oschatz', 'lotto', 'müllers', 'neustadt', '27', 'löbnitz', 'gartenkunst', 'arg', 'kriegswichtig', 'ohnesorg', 'stöpsel', 'jaintaf', 'rose']

147 ['brücke', 'wasser', 'fluss', 'ufer', 'boot', 'schwimmen', 'bauen', 'elbe', 'baden', 'fisch', 'angeln', 'bach', 'meer', 'hochwasser', 'rüber', 'sprengen', 'teich', 'stelle', 'fließen', 'donau', 'fähre', 'flüsschen', 'floss', 'damm', 'fischer', 'insel', 'deich', 'ertrunken', 'meter', 'fuß', 'schwarz', 'fest', 'fluß', 'hinüber', 'kilometer', 'rudern', 'flusse', 'schwemmen', 'retten', 'ertrinken', 'riesig', 'kahn', 'flüsse', 'bagger', 'brechen', 'schiff', 'überqueren', 'steppe', 'schlamm', 'welle']

148 ['klacken', 'bibliothek', 'leises', 'leise', 'rums', 'hintergrund', 'rascheln', 'herr', 'kollege', 'hintergrundgeräusch', 'amüsieren', 'bücher', 'wissenschaftlich', 'amüsiert', 'edv', 'system', 'schön', 'amüsiern', 'unwahrscheinlich', 'aufbauen', 'geräusch', 'zeitschrift', 'klacke', 'kennen', 'wegener', '000', 'idee', 'ulm', 'spannend', 'rumse', 'universitätsbibliothek', 'land', 'digital', 'köln', 'universität', 'netz', 'rau', 'mittlerweile', 'fachhochschule', 'bochum', 'hbz', 'rumpeln', 'interessant', 'rechner', 'hagen', 'stadtbibliothek', 'gesamt', 'katalog', 'bielefeld', 'benutzer']

149 ['firma', 'industrie', 'unternehmen', 'bauen', 'betrieb', 'unternehmer', 'herstellen', 'prozent', 'technisch', 'wirtschaft', 'geschichte', 'organisation', 'aufbauen', 'bereich', 'liefern', 'markt', 'vernünftig', 'wirtschaftlich', 'handelskammer', 'entwicklung', 'frage', 'maschine', 'kriege', 'deutsch', 'produzieren', 'schwierigkeit', 'verkaufen', 'gründen', 'auftrag', 'düsseldorf', 'beschäftigen', 'todt', 'betreiben', 'mitarbeiter', 'deutschland', 'interessant', 'kaputt', 'mittelständisch', 'werk', 'geschäft', 'siemens', 'verhältnis', 'kunde', 'produkt', 'menge', 'notwendig', 'welt', 'wesentlich', 'hagen', 'stahl']

150 ['israel', 'kibbuz', 'gruppe', 'tel', 'jerusalem', 'aviv', 'araber', 'land', 'arabisch', 'hebräisch', 'jude', 'haifa', 'palästina', 'bewegung', 'militär', 'armee', 'verlassen', 'einwanderung', 'zeit', 'ort', 'englisch', 'staat', 'zypern', 'spät', 'lager', 'engländer', 'tunesien', 'organisieren', 'kfar', 'kerngruppe', 'krieg', 'marokko', 'lernen', 'harold', 'eretz', 'jüdisch', 'befinden', 'beit', 'kibbuzim', 'organisation', 'ägypten', 'gehören', 'britisch', 'eingewandern', 'jugend', 'israelisch', 'schoah', 'israeli', 'hatzair', 'nennen']

151 ['dorf', 'kolchose', 'krieg', 'vater', 'sterben', 'mutter', 'kuh', 'spät', 'mensch', 'kolchos', 'familie', 'erinnern', 'pferd', 'schule', 'land', 'bauen', 'iwan', 'haus', 'kyjiw', 'kiew', 'bruder', 'vorsitzend', 'armee', 'gebiet', 'hungersnot', '1933', 'reich', 'ukraine', 'kühe', 'hunger', 'dorfrat', 'getreide', 'dorfsowjet', 'browary', 'deutschland', 'oma', 'treffen', 'kreis', 'kaufen', 'opa', 'gehören', 'freilich', 'vieh', 'leiter', 'wegnehmen', 'klasse', 'verkaufen', 'arm', 'wohlhabend', 'traktor']

152 ['schicken', 'wussen', 'tag', 'spät', 'eltern', 'post', 'wussten', 'adresse', 'erfahren', 'kennen', 'kontakt', 'woche', 'familie', 'nachricht', 'besuchen', 'flüchtling', 'ankommen', 'paket', 'zeit', 'aufnehmen', 'helfen', 'melden', 'wusste', 'karte', 'warten', 'zurückgekommen', 'zurückkommen', 'treffen', 'versuchen', 'päckchen', 'schwester', 'verbindung', 'mensch', 'bruder', 'vater', 'verlieren', 'letzter', 'gehören', 'arbeit', 'lager', 'flüchten', 'bescheid', 'mutter', 'geschickt', 'telegramm', 'entlassen', 'möglichkeit', 'ort', 'verlassen', 'abholen']

153 ['gewiß', 'form', 'teils', 'begriff', 'nennen', 'möglichkeit', 'geschehen', 'verschieden', 'männlich', 'gesamt', 'erwartung', 'erkennen', 'verteilen', 'wesentlich', 'damalig', 'weiblich', 'handeln', 'untereinander', 'aufgabe', 'eindruck', 'anstalt', 'siedlung', 'echt', 'geschlecht', 'eingehen', 'vorstellung', 'stattfinden', 'ablauf', 'erklären', 'gemeinschaft', 'betrachten', 'geordnet', 'gemeinsam', 'selbstverständlich', 'überwiegend', 'durchführen', 'jugendlich', 'organisation', 'anschließend', '27', 'betätigen', 'entsprechen', 'betätigung', 'absehen', 'erfüllen', 'anspruch', 'verfügen', 'tempo', 'meinung', 'stunde']

154 ['wahr', 'herr', 'kollege', 'normal', 'schluß', 'verschieden', 'warschau', 'woche', 'passieren', 'dauern', 'ehemalig', 'drüben', 'sögen', 'dreimal', 'gefahrn', 'büro', 'chef', 'vertrag', 'menge', 'verbinden', 'seh', 'handwerker', 'hagen', 'kuckuck', 'verwaltung', 'kriege', 'weberei', 'rad', 'toi', 'schmunzeln', 'geschickt', 'vorgesetzter', 'poln', 'cvjm', 'gesehn', 'entschuldigen', 'alfred', 'katernberg', 'england', 'murmeln', 'kautsch', 'kucken', 'nähe', 'geordnet', 'empfang', 'zentrum', 'handeln', 'club', 'zeign', 'wirtschaft']

155 ['kind', 'german', 'west', 'dont', 'family', 'mennonit', 'world', 'people', 'education', 'point', 'center', 'remember', 'country', 'unv', 'management', 'schablone', 'ruthie', 'legasthenie', 'lived', 'emotional', 'stuff', 'huge', 'boston', 'street', 'karlsruhe', 'couple', 'vision', 'synagogue', 'trade', 'lasklasse', 'obertruppenführer', 'canada', 'power', 'werner', 'stil', '1halt', 'find', 'united', 'taschenrechner', 'herr', 'germany', 'television', 'group', 'ansprechen', 'american', 'house', 'indianer', 'office', '128', 'english']

156 ['lager', 'deutsch', 'arbeit', 'deutsche', 'baracke', 'erinnern', 'fabrik', 'barack', 'werk', 'franzose', 'stadt', 'essen', 'russe', 'tag', 'mensch', 'mädchen', 'russisch', 'führen', 'deutschland', 'verschieden', 'kriegsgefangen', 'wohnen', 'schlagen', 'schicken', 'jungs', 'fliehen', 'polen', 'spät', 'zimmer', 'stacheldraht', 'kleidung', 'brot', 'behandeln', 'zeit', 'polizist', 'pole', 'zaun', 'kantine', 'wald', 'arbeiter', 'wussten', 'ost', 'nähe', 'zweiter', 'schlecht', 'gefangener', 'trennen', 'amerikaner', 'bewachen', 'front']

157 ['kunst', 'künstler', 'ausstellung', 'bild', 'akademie', 'künstlerisch', 'malen', 'interessant', 'museum', 'werbung', 'maler', 'galerie', 'kreativ', 'kunstakademie', 'zeichnen', 'atelier', 'kultur', 'ausstellen', 'sammeln', 'malerei', 'beschäftigen', 'mode', 'zeigen', 'bildend', 'raum', 'zeichnung', 'künstlerin', 'rahmen', '60er', 'modern', 'künste', 'zeitschrift', 'zirkel', 'leiten', 'besuchen', 'linie', 'architektur', 'hauptsächlich', 'kunsthochschule', 'hochschule', 'skulptur', 'musiker', 'anfertigen', 'wunderbar', 'van', 'ausstellungen', 'möglichkeit', 'gestalten', 'ernennen', 'austausch']

158 ['sohn', 'kind', 'tochter', 'gebären', 'familie', 'heiraten', 'enkel', 'zweiter', 'sterben', 'söhne', 'verheiraten', 'wohnen', 'töchter', 'schwiegersohn', 'enkelin', 'mädchen', 'dritter', 'enkelkind', 'kennen', 'lernen', 'schön', 'schwiegertochter', 'studieren', 'enkelkinder', 'welt', 'letzter', 'glücklich', 'gott', 'besuchen', 'schule', 'urenkel', 'rente', 'wunderbar', 'lieben', 'schwer', 'älte', 'geburt', 'tag', 'helfen', 'opa', 'wohnung', 'zufrieden', 'vater', 'vierter', 'beschäftigen', 'problem', 'kaufen', 'haus', 'sohne', 'auto']

159 ['film', 'kino', 'theater', 'erinnern', 'zeit', 'gerne', 'krieg', 'schauspieler', 'spät', 'fernsehen', 'tanzen', 'zeigen', 'schön', 'oper', 'kultur', 'drehen', 'bühne', 'besonderer', 'amerikanisch', 'ansehen', 'aufführung', 'fünfziger', 'berlin', 'erinnerung', 'interessant', 'schauspielerin', 'wochenschau', 'musik', 'interessiert', 'karte', 'gründgen', 'kulturell', 'freizeit', 'marianne', 'aufführen', 'tango', 'rolle', 'faust', 'marika', 'erlebnis', 'veranstaltung', 'dritter', 'regisseur', 'simson', 'konzert', 'berühmt', 'operette', 'hans', 'saal', 'abend']

160 ['zelle', 'bautzen', 'gefängnis', 'tag', 'zellen', 'saal', 'zeit', 'verurteilen', 'spät', 'brandenburg', 'schlimm', 'fenster', 'posten', 'russe', 'bautze', 'halle', 'wand', 'transport', '25', 'einzelhaft', 'karzer', 'hunger', 'erfahren', 'platz', 'häftling', 'stunde', 'politisch', 'kübel', 'paket', 'sogenannter', 'rundgang', 'volkspolizei', 'nachts', 'hoheneck', 'meter', 'elend', 'kriminell', 'einsperren', 'gelb', 'som', 'haft', 'pritsche', 'pritsch', 'führen', 'zuchthaus', 'eng', 'gitter', 'strafe', 'sachsenhause', 'deutsche']

161 ['zeit', 'richtig', 'arbeit', 'relativ', 'anfang', 'job', 'ausbildung', 'letzter', 'gerne', 'schön', 'merken', 'woche', 'stelle', 'spaß', '85', 'überlegen', '90', 'privat', 'beruf', 'beruflich', 'interessant', '86', 'wechseln', '88', 'klappen', 'problem', 'prinzip', 'kümmern', '89', 'funktionieren', 'tag', 'verschieden', '92', 'wochenende', 'geld', 'idee', '93', 'schaffen', 'studium', 'zwischendurch', 'firma', '84', '1990', 'anbieten', '80', 'schluss', 'moment', '91', '95', '83']

162 ['onkel', 'mutter', 'tante', 'vater', 'familie', 'schwester', 'kind', 'tant', 'cousin', 'wohnen', 'bruder', 'cousine', 'oma', 'sterben', 'erinnern', 'eltern', 'haus', 'krieg', 'spät', 'besuchen', 'opa', 'verwandter', 'großmutter', 'verwandtschaft', 'kennen', 'besuch', 'dorf', 'verwandt', 'fallen', 'verwandte', 'hof', 'erinnerung', 'tot', 'geschwister', 'zeit', 'vetter', 'richtig', 'schule', 'sohn', 'tochter', 'nennen', 'brüder', 'aufnehmen', 'bauernhof', 'gewohnen', 'nähe', 'zurückkommen', 'verbindung', 'erfahren', 'kontakt']

