0 ['mutter', 'kind', 'oma', 'vater', 'erinnern', 'eltern', 'opa', 'haus', 'kindheit', 'erinnerung', 'schwester', 'familie', 'großeltern', 'großmutter', 'zeit', 'wohnen', 'bruder', 'schule', 'spät', 'großelter', 'richtig', 'schön', 'geschwister', 'dorf', 'zuhause', 'gebären', 'krieg', 'sterben', 'garten', 'tante', 'großvater', 'onkel', 'hof', 'gewohnen', 'puppe', 'straße', 'alter', 'gerne', 'verbringen', 'erwachsen', 'tant', 'prägen', 'papa', 'schlimm', 'mama', 'spielzeug', 'zimmer', 'elf', 'freundin', 'feri']
159 ['garten', 'gemüse', 'obst', 'schön', 'äpfel', 'blume', 'haus', 'pflücken', 'tomat', 'sammeln', 'kaufen', 'wachsen', 'sommer', 'pflanzen', 'verkaufen', 'baum', 'land', 'kartoffel', 'anbauen', 'grün', 'ernten', 'bohne', 'gärten', 'straße', 'park', 'möhre', 'gurke', 'pflanze', 'blum', 'unkraut', 'birne', 'frühjahr', 'bauen', 'rot', 'kohl', 'winter', 'herbst', 'mitbringen', 'beet', 'banan', 'erdbeer', 'birn', 'gemüsegart', 'schrebergarten', 'anpflanzen', 'riesig', 'salat', 'apfel', 'wunderschön', 'nachbar']

160 ['wurzel', 'tübingen', 'kennedy', 'dieb', 'hand', 'cvjm', 'sensibilität', 'nixon', 'kuckuck', 'netzwerk', 'kamera', 'charkov', 'ökologie', 'wahlkampf', 'koppel', 'gemischt', 'grabe', 'lastenarbeiter', 'sauerstoff', 'schädigung', 'köpfe', 'leiten', 'gemeindearbeit', 'schädigunge', 'auftanken', 'gestocht', 'kulturell', 'zuschauer', 'privatstund', 'molotow', 'bedauerlich', 'engagieren', 'argumentieren', 'ökonomie', 'feststellen', 'vulkaniseur', 'exemplare', 'erfreulichst', 'organisch', 'gleichgewicht', 'rundbrief', 'strontium', 'muffel', 'sammler', 'verhandeln', 'atmosphäre', 'sehnen', 'ds', 'pbc', 'verhaltensänderung']

161 ['köln', 'rundfunk', 'wdr', 'sendung', 'sender', 'berlin', 'intendant', 'hamburg', 'fernsehen', 'programm', 'studio', 'werner', 'deutsch', 'welle', 'chef', 'funkhaus', 'schulz', 'kölner', 'lachen', 'westdeutsch', 'herr', 'interviewpartnerin', 'leiter', 'leise', 'techniker', 'schnitzler', 'eduard', 'dr', 'bonn', 'hans', 'dritter', 'technisch', 'reporter', 'tot', 'ernst', 'frage', 'deinert', 'kennen', 'jahrgang', 'journalist', 'höfer', 'mitarbeiter', 'nennen', 'kollege', 'mikrofon', 'nwdr', 'bismarck', 'funktion', 'nordwestdeutsch', 'akte']

162 ['herr', 'zeitung', 'westfalenpost', 'sträter', 'soest', 'butz', 'hanke', 'hagen', 'westfälisch', 'lensing', 'schmelzer', 'westdruck', 'altverleger', 'dr', 'dortmund', 'rundschau', 'siegen', 'ausgabe', 'lachend', 'pesch', 'kurier', 'redaktion', 'lippstadt', 'gebiet', 'lachen', '49', 'herrn', 'spät', 'peukert', 'ruhrnachricht', 'technik', 'hamm', 'redakteur', 'verlag', 'drucken', 'redakteure', 'bathey', 'olpe', 'gustav', '1949', 'leise', 'technisch', 'vertrag', 'richtig', 'chefredakteur', 'kölnisch', 'auflage', 'betrieb', 'weiss', 'lizenz']

163 ['', 'jüdisch', 'hamm', 'deutschland', 'holland', 'lachend', 'lachen', 'freund', 'leo', 'richtig', 'schrecklich', 'geschichte', 'zionistisch', 'stettin', 'essen', 'schlecht', 'sogenannter', 'palästina', 'berlin', 'schicken', 'illegal', 'hebräisch', '33', 'schwägerin', 'berühmt', 'jude', 'haifa', 'beamter', 'jerusalem', 'universität', 'köln', 'christlich', 'weggehen', 'levison', 'aviv', 'tel', 'zufällig', 'feri', 'äthiopien', 'engländer', '1936', 'fabrik', 'palästinaamt', 'sommer', 'ahle', 'militär', 'weise', 'beschließen', 'wunderbar', 'zukunft']

164 ['lager', 'interviewpartnerin', 'kaserne', 'essen', 'talg', 'funkturm', 'tagebuch', 'gewohnen', 'rudolph', 'blohm', 'küche', 'wedel', 'füsse', 'zimmer', 'voss', 'neuengamme', 'wentorf', 'englisch', 'auswandern', 'schwangau', 'kollege', 'ilse', 'engländer', 'klauen', 'funkturmlager', 'kasern', 'organisieren', 'holländer', 'rendsburg', 'fräulein', 'leistungsbuch', 'pinneberg', 'roland', '57', 'lagermädelführerin', 'chef', 'letzter', 'poesiealbum', 'dammtor', 'leopold', 'hans', 'razzia', 'lina', 'bratniak', 'fischbek', 'dagebüll', 'ausweis', 'marianne', 'transportgruppe', 'schluß']

165 ['bevölkerung', 'unbekannt', 'besatzungsmacht', 'gegend', 'besatzungstruppe', 'türm', 'einschränkung', '111', 'tüv', 'gesundheitsdienst', 'otto', 'workuta', 'gärten', 'verdauen', 'wehrwolf', 'gänse', 'vermittlung', 'dom', 'lug', 'dorfteil', 'langhan', '4546', 'cm', 'unselig', 'organisiert', 'gespenst', 'ausserordentlich', 'steak', 'festgesetzt', 'elektrofahrzeug', 'rathäuser', 'enttrümmeren', 'wiedergekommen', 'potsdamer', 'malheur', 'kutschanskyj', 'wirtschaftskrise', 'osten', 'konzeption', 'türme', 'kripo', 'mistbeet', 'bevorzugt', 'laufrolle', 'förderung', 'wehrmachtsangehörig', 'rausfuhren', 'nolens', 'studienkolleg', 'preussisch']

166 ['rakete', 'gift', 'vergiften', 'herstellen', 'chemie', 'einsetzen', 'gas', 'atomwaff', 'wesentlich', 'hochwertig', 'atom', 'taktisch', 'filter', 'maske', 'menge', 'abwehr', 'chemisch', 'richtung', 'beton', 'lützenbach', 'stellenwert', 'wenns', 'strahlung', 'chlorgas', 'planen', 'hubschrauber', 'giftgas', 'veranschaulichen', 'einmannbetrieb', 'mitschurin', 'silke', 'kampfstoff', 'selbstlos', 'fahrzeug', 'meer', 'fristig', 'qualität', 'worum', 'tränengas', 'minimum', 'voneinander', 'miguel', 'abc', 'verbänd', '12000', 'strukturelemente', 'biographie', 'schutzkleidung', 'chlor', 'überschneiden']

167 ['rucksack', 'schützen', 'schützenfest', 'fenn', 'matthias', 'kau', 'schützenvereine', 'banane', 'schützenverein', 'schützenkönig', 'entstehen', 'rosel', 'romantisch', 'mondschau', 'kriegerverein', 'schütz', 'vorhänge', 'mitreden', 'lankwitz', 'fünfziger', 'scheibler', 'kassette', 'vergangenheit', 'statisch', '22', 'lüch', 'mare', 'vorbereiten', 'exkursion', 'wum', 'unterstreichen', 'schützenfeste', 'einberufungsbefehl', 'einkreisen', 'gleiwitz', 'dual', 'wuppermündung', 'schwigerat', 'kassettenrekorder', 'dvok', 'osterhagen', 'vergiften', 'bursch', 'geltend', 'gedulden', 'professor', 'gneisenau', 'reingerutschen', 'bluterguss', 'rüsten']

168 ['george', 'heinrich', 'jakob', 'treten', 'getreidemühle', 'horodenka', 'frank', 'anständig', 'jan', 'überraschen', 'gründgen', 'hören', 'horror', 'hartung', 'fürth', 'offenbar', 'einkaufen', 'reformpädagogik', 'lagern', 'götz', 'veranlassen', 'lisowce', 'dringen', 'julek', 'arier', 'masseur', 'bevorzugung', 'morgengrauen', 'zaleszczyki', 'briefwechsel', 'genia', 'hohenschönhausen', 'gustav', 'bamm', 'chemiker', 'hans', 'pani', 'fasching', 'hohenschönhaus', 'isser', 'robe', 'mütterberatung', 'brabend', 'nachgefüllt', 'widerständler', 'judenfrei', 'rhode', 'kriegsausbruch', 'kring', 'postmeister']

169 ['lager', 'baracke', 'barack', 'arbeit', 'deutsch', 'fabrik', 'erinnern', 'dachau', 'tag', 'zaun', 'stacheldraht', 'führen', 'pritsch', 'nummer', 'block', 'tor', 'essen', 'mensch', 'konzentrationslager', 'zeit', 'unterbringen', 'bewachen', 'gebäude', 'platz', 'reihe', 'häftling', 'wohnen', 'stadt', 'trennen', 'wache', 'art', 'holz', 'aufstellen', 'zählen', 'deutsche', 'werk', 'verschieden', 'antreten', 'fliehen', 'gelände', 'kz', 'befinden', 'zimmer', 'morgens', 'draht', 'toilette', 'bett', 'jungs', 'zweiter', 'kantine']

170 ['polen', 'polnisch', 'deutsch', 'pole', 'deutschland', 'warschau', 'deutsche', 'grenze', 'krieg', 'familie', 'schlesien', 'breslau', 'pos', 'gebiet', 'polin', 'sprache', 'flüchten', 'zweiter', 'gehören', 'land', 'stadt', 'regierung', '1939', 'staatsbürgerschaft', 'russland', 'oberschlesi', 'russe', 'volksdeutsch', 'lodz', 'osten', 'pose', 'versuchen', 'staatsangehörigkeit', 'stammen', 'gruppe', 'geschichte', 'herr', 'krakau', 'gegend', 'danzig', 'schlesisch', 'nennen', 'pol', 'russisch', 'ändern', 'flüchtling', 'ehemalig', 'oberschlesien', 'hälfte', 'fliehen']

171 ['räusperen', 'gerd', 'gelsenkirchen', 'küppersbusch', 'paul', 'willi', 'lisa', 'rainer', 'gebären', 'uli', 'silvia', 'straße', 'maria', 'hille', 'ückendorf', 'lina', 'hundsbach', 'heinrich', 'feilgenhauer', 'elst', 'feri', 'zeche', 'hmkurz', 'brake', 'van', 'fritz', 'leise', 'dr', 'stadtgart', 'amüsieren', 'mumm', 'schalke', 'besuchen', 'kamphaus', 'bochum', 'kaiserplatz', 'stenografenverein', 'padberg', 'hans', 'kommunion', 'sunder', 'hinziehen', 'erstkommunion', 'mogilev', 'micsinyei', 'gesundheitlich', 'park', 'herde', 'brille', 'hill']

172 ['mutter', 'kind', 'vater', 'weinen', 'schwester', 'schlimm', 'tag', 'furchtbar', 'mutti', 'schrecklich', 'arm', 'mädchen', 'heulen', 'freundin', 'fallen', 'wussen', 'gott', 'tochter', 'spät', 'mütter', 'fremd', 'eltern', 'sohn', 'hören', 'lieb', 'passieren', 'träne', 'reden', 'angst', 'tante', 'traurig', 'sterben', 'hand', 'baby', 'schreien', 'lieben', 'fürchterlich', 'gelitten', 'kopf', 'kümmern', 'bruder', 'schlagen', 'warten', 'rufen', 'schlafen', 'krank', 'geschrien', 'moment', 'auge', 'mitkriegen']

173 ['gott', 'bockau', 'zschorlau', 'lachen', 'vater', 'aue', 'beginn', 'martha', 'neubert', 'drinnen', 'zwickau', 'fritz', 'schwarzenberg', 'unger', 'freiberg', 'walter', 'genosse', 'zettel', 'fein', 'woche', 'ung', 'anton', '33', 'sieglind', 'sachsen', '1933', 'dfd', '1928', 'weidauer', 'horst', 'sögen', '45', 'kommunist', 'fei', 'opfer', 'liebe', 'liebeck', 'bißl', 'faschismus', 'kunstschule', 'müsst', 'nazi', 'raschau', 'rudi', 'genossin', 'gastwirtschaft', 'fabrik', 'poller', 'handarbeitslehrerin', 'vorlesen']

174 ['vater', 'mutter', 'eltern', 'familie', 'bruder', 'kind', 'spät', 'schwester', 'sterben', 'krieg', 'sohn', 'erinnern', 'haus', 'wohnen', 'papa', 'nennen', 'zuhause', 'wussen', 'onkel', 'nachbar', 'treffen', 'gehören', 'grund', 'verhältnis', 'erklären', 'tochter', 'tod', 'erinnerung', 'stolz', 'streng', 'tot', 'passen', 'ruhig', 'söhne', 'brüder', 'geschwister', 'väter', 'erfahren', 'fuß', 'zurückkommen', 'bitten', 'entscheidung', 'kaufen', 'entsinnen', 'abholen', 'unterwegs', 'verwandt', 'vati', 'essen', 'hehen']

175 ['lehre', 'lernen', 'ausbildung', 'lehrling', 'beruf', 'firma', 'schule', 'lehrstelle', 'kaufmännisch', 'zeit', 'berufsschule', 'lehrlinge', 'prüfung', 'meister', 'ausbilden', 'lehrzeit', 'betrieb', 'einstellen', 'lehrjahr', 'vater', 'richtig', 'abschließen', 'nennen', 'beenden', 'woche', 'verdienen', 'chef', 'besuchen', 'arbeitsamt', 'maurer', 'schlosser', 'damalig', 'abschluss', 'verkäuferin', 'handelsschule', 'geselle', 'entlassen', 'lehren', 'zweiter', 'tätigkeit', 'stelle', 'klappen', 'übernehmen', 'anderthalb', 'volksschule', 'beworben', 'handwerklich', 'lehrmeister', 'kaufmann', 'selbständig']

176 ['institut', 'studieren', 'abschließen', 'schule', 'arbeit', 'hochschule', 'lernen', 'absolvieren', 'prüfung', 'beenden', 'klasse', 'fachschule', 'schicken', 'technisch', 'schloss', 'besuchen', 'universität', 'berufsschule', 'abschluss', 'ausbildung', 'studium', 'diplom', 'aufnehmen', 'kurs', 'studienjahr', 'aufnahmeprüfung', 'spät', 'ingenieur', 'labor', 'technikum', 'zweiter', 'ablegen', 'armee', 'fernstudium', 'auszeichnung', 'fakultät', 'stelle', 'student', 'dritter', 'abendschule', 'rubel', 'versetzen', 'pädagogisch', 'akademie', 'direktor', 'fallen', 'minsk', 'moskau', 'wechseln', 'fabrik']

177 ['bumm', 'kauen', 'datscha', 'limburg', 'vorsichtig', 'marburg', 'kaugummi', 'lahn', 'allendorf', 'esso', 'gluck', 'hierhin', 'ideologisch', 'reuter', 'äußerst', 'kutte', 'münsterlager', 'raschkina', 'lexikon', 'schuldeschow', 'gegenkultur', 'haken', 'fabrikarbeiterin', 'schwarzweißkaue', 'familienrat', 'bodenprobe', 'rangierbahnhof', 'werbeleiter', 'gutshof', 'bezirksexekutivkommitee', 'bedingung', 'ballhaus', 'zurückgewerfen', 'pauke', 'vorbereitend', 'kellern', '2014', 'verschiebung', 'thiemann', 'cambridge', 'siebensache', 'einschliesslich', 'senftenberg', 'bänke', 'anka', 'bohem', 'ehrenzeich', 'beleidigen', 'kriegend', 'margitta']

178 ['rauchen', 'zigarett', 'zigarette', 'tabak', 'schachtel', 'zigaretten', 'drehen', 'verkaufen', 'zigarren', 'raucher', 'kaufen', 'pfeife', 'packung', 'stange', 'machorka', 'zigarre', 'schokolade', 'tasche', 'verbieten', 'kippen', 'schenken', 'anbieten', 'markt', 'streichhölzer', 'zeitungspapier', 'tauschen', 'päckchen', 'räumen', 'nichtrauch', 'verstecken', 'geraucht', 'schürhoff', 'rauch', 'dick', 'bieten', 'zeitung', 'zigarettenstummel', 'sammeln', 'feuerzeug', 'blätter', 'erwischen', 'bestechen', 'feuer', '25', 'pfeifen', 'erlauben', 'zünden', 'entsinnen', 'klauen', 'anzünden']

179 ['wäsche', 'waschen', 'waschmaschine', 'kochen', 'mutter', 'waschküch', 'wasser', 'bügeln', 'hand', 'küche', 'aufhängen', 'wäscherei', 'spülen', 'woche', 'arbeit', 'herd', 'sauber', 'maschine', 'kessel', 'trocknen', 'putzen', 'heiß', 'kostgänger', 'bettwäsche', 'wassermotor', 'elektrisch', 'scheuern', 'wäschen', 'drehen', 'hängen', 'mangeln', 'waschbrett', 'waschtag', 'flur', 'waschküche', 'zweimal', 'bottich', 'wanne', 'eingeweichen', 'rolle', 'treppenhaus', 'wischen', 'bürste', 'sirup', 'haushalt', 'keller', 'schwengel', 'stange', 'trocken', 'mangel']

180 ['wettbewerb', 'eisen', 'gewinnen', 'preis', 'ausschreibung', 'kupfer', 'freuen', 'mitmachen', 'zulassen', 'niederwenigern', 'wunderbar', 'kick', 'katalan', 'eisblöcke', 'herausholen', 'außendienst', 'hallermann', 'aufsatz', 'kommission', 'verfluchen', 'passavant', 'ahlen', 'gewölbe', 'prüfer', 'formen', 'zeitintensiv', 'bernadotte', 'hochinteressant', 'gesangsgruppe', 'brüssel', 'lebenswert', 'preisausschreib', 'verlosung', 'zutrauen', 'asterstraße', 'wettbewerbe', 'trödel', 'einakter', 'ausschreiben', 'aufrecht', 'übergetreten', 'aufführen', 'aufbrechen', 'rose', 'bedanken', 'mainau', 'vorarbeiten', 'alleebaum', 'hattingen', 'unreif']

181 ['betrieb', 'maschine', 'rabenstein', 'karlmarxstadt', 'chemnitz', 'lachen', 'polar', 'handschuhe', '45', 'wismut', 'firma', 'stricken', 'gehören', 'chef', 'einsetzen', 'ddr', 'handschuh', 'werk', 'produzieren', 'merkel', 'ort', 'drüben', 'betreiben', 'arbeiter', 'enorm', 'herstellen', 'junghans', 'siegmar', 'privatbetrieb', 'volkseigen', '49', 'normal', 'produktion', 'hängen', 'heimarbeit', 'textilindustrie', 'zuhause', '50', 'erzgebirge', 'barthel', 'strickerei', 'veb', 'ware', 'vogelzwitscher', 'automat', 'privat', 'zwickau', 'bisl', 'schwiegervater', '50er']

182 ['karte', 'wolf', 'jeßnitz', 'eisenbahn', 'busch', 'landkarte', 'mulde', 'wolfen', 'verteilen', 'martha', 'ledig', 'misstrauisch', 'eingezeichnen', 'fromm', 'pak', 'österreich', 'jungs', 'reinkommen', 'alfred', 'einzeichnen', 'abstecken', 'hasso', 'limburg', 'durcheinander', 'nuckel', 'rotkäppchen', 'vergess', 'fett', 'brikettfabrik', 'bredow', 'horn', 'bedenken', 'messe', 'bürobedarf', 'neumarkt', 'gefällen', 'quatsch', 'svetlana', 'schorsch', 'landau', 'gregor', 'jakow', 'einnehmen', 'schlossstraße', 'friedlich', 'brück', 'harald', 'zufälligerweise', 'fahrkartenausgabe', 'beschränken']

183 ['zeit', 'möglichkeit', 'versuchen', 'aufgabe', 'einzeln', 'bereich', 'gewiß', 'verfügung', 'frage', 'durchführen', 'problem', 'führen', 'damalig', 'verhältnis', 'wesentlich', 'sogenannter', 'entstehen', 'zweiter', 'menge', 'einsetzen', 'hilfe', 'relativ', 'aufbauen', 'grund', 'unmittelbar', 'übernehmen', 'notwendig', 'gemeinsam', 'letzter', 'schaffen', 'lage', 'form', 'schwierigkeit', 'unterstützung', 'gering', 'verschieden', 'organisieren', 'betreffen', 'gelingen', 'tätigkeit', 'gesamt', 'zahl', 'existieren', 'sorgen', 'beteiligen', 'mittel', 'vorhanden', 'besonderer', 'nötig', 'nennen']

184 ['schießen', 'waffe', 'panzer', 'gewehr', 'munition', 'pistole', 'feuer', 'granat', 'hand', 'schuss', 'passieren', 'maschinengewehr', 'posten', 'meter', 'stellung', 'luft', 'karabiner', 'marschieren', 'abgeben', 'schwer', 'verteidigen', 'kanon', 'geschoß', 'nachts', 'kugel', 'explodieren', 'artillerie', 'erschießen', 'schützen', 'gefährlich', 'minen', 'schoss', 'maschinenpistole', 'scharf', 'treffen', 'pulver', 'militärisch', 'sprengstoff', 'wache', 'mine', 'granate', 'graben', 'fallen', 'alarm', 'angriff', 'baum', 'höhe', 'sprengen', 'ort', 'üben']

185 ['mutti', 'vati', 'heinz', 'papa', 'garnicht', 'post', 'thüringen', 'hermann', 'irmi', 'ursel', 'zuhause', 'augenblick', 'luisenschule', 'irma', 'ernst', 'kleid', 'irmgard', 'dr', 'breslau', 'werner', 'mädel', 'georg', 'schwierigkeit', 'heinau', 'müsst', 'uralt', 'schmoll', 'lucke', 'muttis', 'sägewerk', 'jörg', 'nervlich', 'karli', 'vatis', 'elke', 'drumrum', 'etan', 'pößneck', 'notlüge', 'kriegerdenkmal', 'schuld', 'metzgerei', 'arbeitsdisziplin', 'micki', 'holzhändler', 'eilboten', 'gransee', 'telefonzentrale', 'eineinhalb', 'runddorf']

186 ['dorf', 'partisan', 'partisane', 'wald', 'minsk', 'deutsch', 'deutsche', 'krieg', 'erschießen', 'erinnern', 'deutschland', 'tag', 'familie', 'spät', 'hilfspolizei', 'abholen', 'mensch', 'haus', 'verbrennen', 'dörfer', 'mjadel', 'kilometer', 'umkommen', 'puchowitschi', 'gorka', 'festnehmen', 'verstecken', 'marjina', 'treiben', 'gruppe', 'nennen', 'nowogrudok', 'angst', '1942', 'fluss', 'gehören', 'sumpf', 'talka', 'front', 'nähe', 'kreis', 'partisanen', 'hierhin', '1944', 'borissow', 'fuß', 'nachts', 'frontlinie', 'kleidung', 'weißrussisch']

187 ['verweis', 'erklären', 'fremd', 'streng', 'schlimm', 'oberbilk', 'grippe', 'strafe', 'einsatz', 'ausdauernd', 'begleitfragebog', 'golden', 'aufbruchsstimmung', 'auswertung', 'feindselig', 'verständlich', 'bestrafen', 'rathausstraße', 'georg', 'exempel', 'lehrtextkritik', 'auswerten', 'familienverhältnisse', 'hu', 'jaime', 'reumütig', 'herzen', 'stehenlassen', 'ignatz', 'beschweren', 'angekreuzt', 'reue', 'kraftvoll', 'streiken', 'kündigen', 'rüge', 'heuler', 'ausbrecher', 'nerven', 'kronberg', 'verstoßen', 'naranjo', 'schädigen', 'vorgefallen', 'stahlwerk', 'haushaltsplan', 'wehwehch', 'daraufhin', 'oberbilker', 'losschlagen']

188 ['friedhof', 'sterben', 'tot', 'beerdigen', 'grab', 'begraben', 'beerdigung', 'tote', 'mensch', 'leiche', 'gräber', 'spät', 'tod', 'verstorben', 'sarg', 'verbrennen', 'umkommen', 'denkmal', 'stein', 'erschießen', 'knochen', 'massengräber', 'erkennen', 'grabstein', 'massengrab', 'erde', 'umbringen', 'erinnerung', 'pflegen', 'lebend', 'friedhöfe', 'richtig', 'erfahren', 'beisetzen', 'wagen', 'kranz', 'überleben', 'hinfahren', 'grabsteine', 'zahl', 'grube', 'kreuz', 'schrecklich', 'hingefahren', 'blume', 'spur', 'versterben', 'ansehen', 'aufstellen', 'begräbnis']

189 ['wendepunkt', 'celle', 'spenden', 'volkshochschule', 'wilhelmshaven', 'eden', 'gan', 'hausmeister', 'vollziehen', 'urkunde', 'wehrübung', 'hießen', 'witwenrente', 'ostwest', 'privat', 'magnet', 'burkhard', 'hambühre', '1952', 'heimvolkshochschule', 'zulassung', 'skatabend', 'winter', 'behinderter', 'hemmung', 'remmer', 'sportabzeich', 'ot', 'grüter', 'sanitätsstaffel', 'aufstockung', 'citroen', 'spartanisch', 'abschirmdienst', 'kollmann', 'nachtarbeit', 'oberstfeldarzt', 'versandleiter', 'erdbeben', 'bant', 'drang', 'thematik', 'engelskirche', 'trinität', 'gatti', 'korintherbrief', 'entwerfen', 'finanzamt', 'schiffbau', 'winterberg']

190 ['quot', 'südafrika', 'hammer', 'buenos', 'aires', 'apos', 'sichel', 'elster', 'markowitsch', 'kapstadt', 'wellington', 'gollomb', 'jei', 'vertrag', 'herr', 'hennig', 'rhodesie', 'johannesburg', 'schwarze', 'ose', 'point', 'david', 'wiedergeben', 'kur', 'lazar', 'markstadt', 'kürschner', 'adlerstein', 'eichelhäh', 'lümmel', 'zug', 'apartheid', 'landkarte', 'badisch', 'bildung', 'braut', 'sea', 'ticket', 'party', 'käsemann', 'wundervoll', 'argentinien', 'brutzeit', 'marschiert', 'photograph', 'scherz', 'bewerber', 'südafrikaner', 'yortsayt', 'haupt']

191 ['joint', 'tsch', 'froh', 'brauch', 'sonnenaufgang', 'sopron', 'kapuvr', 'zuckerfabrik', 'keszthely', 'deutschkreutz', 'sonnenuntergang', 'garnison', 'nachricht', 'simchat', 'hingekriegt', 'goldberg', 'glätten', 'zsuzsi', 'schuhgeschäft', 'rumpelkammer', 'liesl', 'flöhen', 'hussel', 'vernunft', 'hinstellen', 'zybli', 'zelem', 'wascheimer', 'protiwe', 'kinderbrief', 'verspannung', 'sitzung', 'welle', 'pankreaslos', 'postfrau', 'zsöl', 'dan', 'zel', 'freude', 'hauptstrecke', 'elan', 'carbotech', 'neutralisierung', 'chemikern', 'matinee', 'wichernhaus', 'konsul', 'hauptsache', 'plattensee', 'kunstakademie']

192 ['musik', 'club', 'platte', 'auflegen', 'label', 'zeit', 'kaufen', 'party', 'letzter', 'super', 'echt', 'produzieren', 'türlich', 'freund', 'großstadt', 'dj', 'partys', 'laden', 'merken', 'hören', 'bla', 'wahnsinnig', 'elektronisch', 'album', 'woche', 'geil', 'platt', 'routine', 'live', 'abend', 'bar', 'djs', 'techno', 'spaß', 'lustig', 'projekt', 'richtig', 'künstler', 'euro', 'gehören', 'christian', 'phase', 'plattenlade', 'house', 'passieren', 'bock', 'studio', 'produzent', 'track', 'produktion']

193 ['colonia', 'chile', 'deutsch', 'kolonie', 'chilenisch', 'dignidad', 'schäfer', 'deutschland', 'botschaft', 'opfer', 'diktatur', 'colono', 'sekt', 'hopp', 'dina', 'foltern', 'missbrauch', 'reden', 'amnesty', 'gruppe', 'auswärtig', 'santiago', 'staat', 'amt', 'gefangener', 'paul', 'pinochet', 'täter', 'müller', 'folter', 'politisch', 'sogenannter', 'justiz', 'identität', 'wolfgang', 'mord', 'putsch', 'international', 'system', 'hartmut', 'behörde', 'stern', 'aussage', 'militär', 'geheimdienst', 'zuständig', 'normal', 'chilen', 'passieren', 'intern']

194 ['kaffee', 'trinken', 'tee', 'tasse', 'kuchen', 'zucker', 'essen', 'kochen', 'gerne', 'gegessen', 'brötchen', 'schön', 'gebacken', 'milch', 'schwarz', 'kaufen', 'schmecken', 'heiß', 'tisch', 'schokolade', 'backen', 'lieb', 'stückchen', 'schluck', 'anbieten', 'kalt', 'warm', 'süßigkeit', 'kanne', 'nachmittags', 'kakao', 'klappern', 'ei', 'ordnung', 'lecker', 'süß', 'schluss', 'zweiter', 'kekse', 'abend', 'teller', 'einschenken', 'torte', 'wasser', 'geräusch', 'frühstück', 'servieren', 'gäste', 'viertel', 'mittag']

195 ['israel', 'holocaust', 'überleben', 'familie', 'geschichte', 'kind', 'jüdisch', 'überlebend', 'zeit', 'krieg', 'ort', 'york', 'spät', 'jerusalem', 'staat', 'lernen', 'jude', 'erinnern', 'auschwitz', 'mensch', 'kennen', 'polen', 'buch', 'schauen', 'treffen', 'vereinigt', 'geschehen', 'hören', 'durchmachen', 'passieren', 'amerika', 'gruppe', 'land', 'generation', 'europa', 'gedenktag', 'problem', 'palästina', 'deutschland', 'hebräisch', 'konzentrationslager', 'reden', 'college', 'beenden', 'welt', 'beschäftigen', 'besuchen', 'verlassen', 'universität', 'wusste']
